frame,timestamp,local_track_id,global_student_id,reid_confidence,class_name,gaze_score,posture_score,motion_score,head_down,writing_posture,activity,engagement_score
227,1776751561.594681,10,7,0.954,person,0.5,0.5,1.0,False,False,,0.8656150617202124
227,1776751561.594681,33,9,1.0,person,0.85,0.85,0.1669964641332626,True,True,WRITING,0.9700019380875996
227,1776751561.594681,44,11,1.0,person,0.85,0.85,0.4103983938694,True,True,WRITING,0.6071838065038974
227,1776751561.594681,53,12,1.0,person,0.9296033944742292,1.0,0.2302382290363311,False,False,,0.6703825401408331
227,1776751561.594681,55,13,1.0,person,0.55,1.0,0.3457098305225372,False,False,,0.5502329465179217
227,1776751561.594681,32,8,1.0,person,0.55,0.75,0.2555766701698303,False,False,,0.5267115533351898
227,1776751561.594681,66,15,1.0,person,0.55,1.0,0.6238895654678345,False,False,,0.5416666666666666
227,1776751561.594681,69,14,1.0,person,0.55,1.0,1.0,False,False,,0.4979166666666666
227,1776751561.594681,85,16,1.0,person,0.5,0.5,0.0,False,False,,0.6000000000000001
227,1776751561.594681,87,3,0.767,person,0.5,0.5,0.0,False,False,,0.4847754974592299
229,1776751565.1795597,2,2,1.0,person,0.85,0.85,0.2460455447435379,True,True,WRITING,0.9165391680740176
229,1776751565.1795597,5,4,1.0,person,0.9745419808118532,1.0,0.1811224520206451,True,True,WRITING,0.9934984771978288
229,1776751565.1795597,10,7,1.0,person,0.5,0.5,1.0,False,False,,0.7771852212860471
229,1776751565.1795597,33,9,1.0,person,0.85,0.85,0.2222979515790939,True,True,WRITING,0.9717550433817363
229,1776751565.1795597,44,11,1.0,person,0.85,0.85,0.360712319612503,True,True,WRITING,0.6890089525681377
229,1776751565.1795597,53,12,1.0,person,0.55,1.0,0.2514823973178863,False,False,,0.6755587664388475
229,1776751565.1795597,55,13,1.0,person,0.55,1.0,0.4886397421360016,False,False,,0.5609356434572311
229,1776751565.1795597,32,8,1.0,person,0.55,0.75,0.2851848900318146,False,False,,0.5324281659864244
229,1776751565.1795597,66,15,1.0,person,0.55,1.0,0.7824089527130127,False,False,,0.54375
229,1776751565.1795597,69,14,1.0,person,0.55,1.0,0.9146701693534852,False,False,,0.5041666666666667
229,1776751565.1795597,85,16,1.0,person,0.5,0.5,0.8727169036865234,False,False,,0.4
229,1776751565.1795597,87,3,1.0,person,0.5,0.5,0.6012576818466187,False,False,,0.4555055056583314
231,1776751568.861959,2,2,1.0,person,0.5,0.5,0.1866433173418045,False,False,,0.8481057165634064
231,1776751568.861959,5,4,1.0,person,0.968985983445844,1.0,0.1248131841421127,True,True,WRITING,0.9936938924448832
231,1776751568.861959,33,9,1.0,person,0.85,0.85,0.19988614320755,True,True,WRITING,0.973430085040274
231,1776751568.861959,44,11,1.0,person,0.85,0.85,0.3845197558403015,True,True,WRITING,0.7637190849440438
231,1776751568.861959,53,12,1.0,person,0.55,1.0,0.2382633686065673,False,False,,0.6819741335653123
231,1776751568.861959,55,13,1.0,person,0.55,0.75,1.0,False,False,,0.549705229344822
231,1776751568.861959,32,8,1.0,person,0.5,0.5,0.2542010843753814,False,False,,0.5234136249337877
231,1776751568.861959,66,15,1.0,person,0.5,1.0,0.9760169982910156,False,False,,0.5562499999999999
231,1776751568.861959,69,14,1.0,person,0.55,1.0,1.0,False,False,,0.525
231,1776751568.861959,85,16,0.998,person,0.5,0.5,1.0,False,False,,0.4444444444444444
231,1776751568.861959,87,3,1.0,person,0.5,0.5,0.9850834012031556,False,False,,0.4295833333333332
233,1776751572.400665,2,2,1.0,person,0.85,0.85,1.0,True,True,WRITING,0.8515648653393698
233,1776751572.400665,5,4,1.0,person,0.9486604269595876,1.0,0.2168125808238983,True,True,WRITING,0.9933245643263772
233,1776751572.400665,33,9,1.0,person,0.85,0.85,0.1082101911306381,True,True,WRITING,0.9751139900514056
233,1776751572.400665,44,11,1.0,person,0.85,0.85,0.4326625466346741,True,True,WRITING,0.8323704446497416
233,1776751572.400665,53,12,1.0,person,0.55,1.0,0.1949161440134048,False,False,,0.6749183883269628
233,1776751572.400665,55,13,1.0,person,0.55,1.0,1.0,False,False,,0.5575257779586883
233,1776751572.400665,32,8,1.0,person,0.55,0.75,0.2558674812316894,False,False,,0.5318675237042564
233,1776751572.400665,66,15,0.959,person,0.5,0.5,1.0,False,False,,0.5419642857142857
233,1776751572.400665,69,14,1.0,person,0.55,1.0,0.9097393751144408,False,False,,0.54375
233,1776751572.400665,85,16,1.0,person,0.55,0.5,1.0,False,False,,0.4416666666666666
233,1776751572.400665,87,3,0.984,person,0.5,0.5,1.0,False,False,,0.414047619047619
235,1776751576.7321112,2,2,1.0,person,0.55,0.5,1.0,False,False,,0.7724085369848069
235,1776751576.7321112,5,4,1.0,person,0.9751477416482262,1.0,0.1367796063423156,True,True,WRITING,0.9930529856965656
235,1776751576.7321112,33,9,1.0,person,0.85,0.85,0.2543035745620727,True,True,WRITING,0.9750873155537104
235,1776751576.7321112,44,11,1.0,person,0.85,0.85,0.3551816344261169,True,True,WRITING,0.892628144934064
235,1776751576.7321112,53,12,1.0,person,0.55,1.0,0.3361127972602844,False,False,,0.67302596001398
235,1776751576.7321112,55,13,1.0,person,0.55,0.75,0.29291832447052,False,False,,0.5592767430203301
235,1776751576.7321112,32,8,1.0,person,0.5,0.5,0.2366935014724731,False,False,,0.5246633342334203
235,1776751576.7321112,66,15,1.0,person,0.7,0.65,1.0,True,False,,0.539345238095238
235,1776751576.7321112,69,14,1.0,person,0.55,1.0,0.5795696973800659,False,False,,0.5604166666666667
235,1776751576.7321112,85,16,1.0,person,0.55,1.0,1.0,False,False,,0.4791666666666667
235,1776751576.7321112,87,3,1.0,person,0.5,0.5,0.8224160075187683,False,False,,0.4130952380952381
237,1776751580.3739254,2,2,1.0,person,0.55,0.3,1.0,False,False,,0.7221308511495591
237,1776751580.3739254,5,4,1.0,person,0.97293352641178,1.0,0.1935488134622573,True,True,WRITING,0.9923110661052522
237,1776751580.3739254,33,9,1.0,person,0.85,0.85,0.2495528012514114,True,True,WRITING,0.9745211232276192
237,1776751580.3739254,44,11,1.0,person,0.85,0.85,0.4205800592899322,True,True,WRITING,0.931047440086092
237,1776751580.3739254,53,12,1.0,person,0.55,1.0,0.1632137596607208,False,False,,0.6830080357335863
237,1776751580.3739254,55,13,1.0,person,0.55,0.75,1.0,False,False,,0.5476513131743385
237,1776751580.3739254,32,8,1.0,person,0.5,0.5,0.2598699033260345,False,False,,0.5167435514075415
237,1776751580.3739254,66,15,1.0,person,0.7,0.65,0.681982159614563,True,False,,0.5370833333333332
237,1776751580.3739254,69,14,1.0,person,0.55,1.0,0.4744085669517517,False,False,,0.5767060915629069
237,1776751580.3739254,85,16,1.0,person,0.55,1.0,0.668483555316925,False,False,,0.5005555555555556
237,1776751580.3739254,87,3,1.0,person,0.5,0.5,0.853357195854187,False,False,,0.4164285714285714
239,1776751583.7681267,2,2,1.0,person,0.55,0.3,1.0,False,False,,0.6409190487577802
239,1776751583.7681267,5,4,1.0,person,0.9715289401755896,1.0,0.1374542266130447,True,True,WRITING,0.9923782476357051
239,1776751583.7681267,33,9,1.0,person,0.85,0.85,0.1554987132549286,True,True,WRITING,0.975204567114512
239,1776751583.7681267,44,11,1.0,person,0.85,0.85,0.3982360064983368,True,True,WRITING,0.9648437514191582
239,1776751583.7681267,53,12,1.0,person,0.55,1.0,0.1771259009838104,False,False,,0.697284765896343
239,1776751583.7681267,55,13,1.0,person,0.55,0.75,0.8377636075019836,False,False,,0.5431978271121071
239,1776751583.7681267,32,8,1.0,person,0.5,0.5,0.2216228544712066,False,False,,0.5248134273148718
239,1776751583.7681267,66,15,1.0,person,0.7,0.65,0.3938463926315307,True,False,,0.542255483354841
239,1776751583.7681267,69,14,1.0,person,0.55,1.0,0.8922728300094604,False,False,,0.5765842278798421
239,1776751583.7681267,85,16,1.0,person,0.55,1.0,0.5485597848892212,False,False,,0.5142857142857143
239,1776751583.7681267,87,3,1.0,person,0.5,0.5,0.7998676896095276,False,False,,0.419047619047619
241,1776751587.1522317,2,2,1.0,person,0.5,0.5,1.0,False,False,,0.5724153994094757
241,1776751587.1522317,5,4,1.0,person,0.9939219161988138,1.0,1.0,True,True,WRITING,0.985063406541234
241,1776751587.1522317,33,9,1.0,person,0.85,0.85,0.1394725143909454,True,True,WRITING,0.9757175544897716
241,1776751587.1522317,44,11,1.0,person,0.85,0.85,0.3349726498126983,True,True,WRITING,0.9657342625515802
241,1776751587.1522317,53,12,1.0,person,0.8640354445233955,1.0,0.1590732783079147,False,False,,0.7317362817979994
241,1776751587.1522317,55,13,1.0,person,0.55,0.75,0.2953337132930755,False,False,,0.552388758176849
241,1776751587.1522317,32,8,1.0,person,0.5,0.5,0.2873908877372741,False,False,,0.5271731600874946
241,1776751587.1522317,66,15,1.0,person,0.7,0.65,0.3525165021419525,True,False,,0.5500346065702892
241,1776751587.1522317,69,14,1.0,person,0.55,1.0,0.3040648698806762,False,False,,0.5895247002442677
241,1776751587.1522317,85,16,1.0,person,0.55,1.0,0.3737697005271911,False,False,,0.5322248731340681
241,1776751587.1522317,87,3,1.0,person,0.55,0.5,0.8783057332038879,False,False,,0.4208333333333334
243,1776751590.8441927,2,2,0.986,person,0.5,0.5,1.0,False,False,,0.5103764972232637
243,1776751590.8441927,5,4,1.0,person,0.85,1.0,1.0,True,True,WRITING,0.9783547764732724
243,1776751590.8441927,33,9,1.0,person,0.7,1.0,0.1302127838134765,True,False,FOCUSED,0.9747045765888124
243,1776751590.8441927,44,11,1.0,person,0.85,0.85,0.454339325428009,True,True,WRITING,0.9652574147496904
243,1776751590.8441927,53,12,1.0,person,0.8270241738989872,1.0,0.2487715035676956,False,False,,0.7354643905446642
243,1776751590.8441927,55,13,1.0,person,0.55,1.0,1.0,False,False,,0.5496952374776205
243,1776751590.8441927,32,8,1.0,person,0.5,0.5,0.3190174102783203,False,False,,0.5122856536791438
243,1776751590.8441927,66,15,1.0,person,0.7,0.65,0.4319594502449035,True,False,,0.5521723695596059
243,1776751590.8441927,69,14,1.0,person,0.55,1.0,0.2952499985694885,False,False,,0.6021198106663568
243,1776751590.8441927,85,16,1.0,person,0.55,1.0,0.5179838538169861,False,False,,0.5354928243727911
243,1776751590.8441927,87,3,0.999,person,0.55,0.75,0.942186176776886,False,False,,0.4205357142857143
243,1776751590.8441927,105,17,1.0,person,0.5,0.5,0.0,False,False,,0.6000000000000001
245,1776751594.6424303,2,2,1.0,person,0.5,0.5,1.0,False,False,,0.4553261776197524
245,1776751594.6424303,5,4,1.0,person,0.85,1.0,1.0,True,True,WRITING,0.9724483900126956
245,1776751594.6424303,33,9,1.0,person,0.85,0.85,0.2900198101997375,True,True,WRITING,0.974051444842702
245,1776751594.6424303,44,11,1.0,person,0.85,0.85,0.3214645981788635,True,True,WRITING,0.9657365708124068
245,1776751594.6424303,53,12,1.0,person,0.8472509027095265,1.0,0.1640836298465728,False,False,,0.7613870182207654
245,1776751594.6424303,55,13,1.0,person,0.55,1.0,0.4181636273860931,False,False,,0.5572759063470932
245,1776751594.6424303,32,8,1.0,person,0.5,0.5,0.2489337027072906,False,False,,0.5044089186759222
245,1776751594.6424303,66,15,1.0,person,0.7,0.65,0.6786805391311646,True,False,,0.5498072374150865
245,1776751594.6424303,69,14,1.0,person,0.55,1.0,0.4918096661567688,False,False,,0.6006359394107545
245,1776751594.6424303,85,16,1.0,person,0.55,1.0,0.3764010369777679,False,False,,0.5615840417998178
245,1776751594.6424303,87,3,0.98,person,0.55,1.0,1.0,False,False,,0.4482142857142857
247,1776751598.5078485,2,2,0.947,person,0.5,0.5,1.0,False,False,,0.4390476190476191
247,1776751598.5078485,5,4,1.0,person,0.55,0.5,1.0,False,False,,0.8793283242554891
247,1776751598.5078485,33,9,1.0,person,0.85,0.85,0.4303426146507263,True,True,WRITING,0.9721892193953195
247,1776751598.5078485,44,11,1.0,person,0.85,1.0,0.3703277111053467,True,True,WRITING,0.9683701892693838
247,1776751598.5078485,53,12,1.0,person,0.8363261367336189,1.0,0.2257111817598343,False,False,,0.7797275107531321
247,1776751598.5078485,55,13,1.0,person,0.55,1.0,0.3387072682380676,False,False,,0.5754997778506507
247,1776751598.5078485,32,8,1.0,person,0.55,1.0,0.3359636962413788,False,False,,0.5271723046898842
247,1776751598.5078485,66,15,1.0,person,0.7,0.65,0.9398409128189088,True,False,,0.5495849624134245
247,1776751598.5078485,69,14,1.0,person,0.55,1.0,0.915948748588562,False,False,,0.5985670506954193
247,1776751598.5078485,85,16,1.0,person,0.55,1.0,0.521333634853363,False,False,,0.5767634264060428
247,1776751598.5078485,87,3,1.0,person,0.55,1.0,0.7255145311355591,False,False,,0.4738095238095237
247,1776751598.5078485,105,17,1.0,person,0.5,0.5,0.3227531909942627,False,False,,0.4708987474441528
249,1776751602.539638,2,2,1.0,person,0.5,0.5,0.8311535716056824,False,False,,0.395
249,1776751602.539638,5,4,1.0,person,0.5,0.5,1.0,False,False,,0.7891411068893613
249,1776751602.539638,33,9,1.0,person,0.85,0.85,0.2563005089759826,True,True,WRITING,0.9715871078059788
249,1776751602.539638,44,11,1.0,person,0.85,1.0,0.5552955865859985,True,True,WRITING,0.9694473310595466
249,1776751602.539638,53,12,1.0,person,0.8454384514767733,1.0,0.2311128377914428,False,False,,0.7954646696647009
249,1776751602.539638,55,13,1.0,person,0.55,1.0,0.6050447821617126,False,False,,0.5759527442001161
249,1776751602.539638,32,8,1.0,person,0.55,1.0,0.2558669447898865,False,False,,0.5464862372194018
249,1776751602.539638,66,15,1.0,person,0.7,0.65,0.9903706312179564,True,False,,0.5601364969355719
249,1776751602.539638,69,14,1.0,person,0.55,1.0,0.6649399995803833,False,False,,0.5964981619800839
249,1776751602.539638,85,16,1.0,person,0.55,1.0,0.3526950478553772,False,False,,0.5978940935361953
249,1776751602.539638,87,3,1.0,person,0.55,1.0,0.6194170117378235,False,False,,0.4973214285714285
249,1776751602.539638,105,17,1.0,person,0.5,0.5,0.6357783079147339,False,False,,0.4680773602591621
251,1776751606.4894683,33,9,1.0,person,0.85,0.85,0.1640581637620926,True,True,WRITING,0.9723635984318596
251,1776751606.4894683,44,11,1.0,person,0.85,0.85,0.3479296863079071,True,True,WRITING,0.9693702289036342
251,1776751606.4894683,53,12,1.0,person,0.8756978697315263,1.0,0.0629689842462539,False,False,,0.8273810339825493
251,1776751606.4894683,55,13,1.0,person,0.55,1.0,1.0,False,False,,0.5758462324028922
251,1776751606.4894683,32,8,1.0,person,0.55,0.75,0.3581611514091491,False,False,,0.5521827294003395
251,1776751606.4894683,66,15,1.0,person,0.55,0.5,0.7066141366958618,False,False,,0.538604698124386
251,1776751606.4894683,69,14,1.0,person,0.55,1.0,0.5689404010772705,False,False,,0.5944292732647486
251,1776751606.4894683,85,16,1.0,person,0.55,1.0,0.3916513323783874,False,False,,0.6032262248652321
251,1776751606.4894683,87,3,1.0,person,0.55,1.0,0.4146285951137543,False,False,,0.5244414269924164
251,1776751606.4894683,105,17,1.0,person,0.5,0.5,0.9436981081962584,False,False,,0.4490886105431451
253,1776751609.814428,33,9,1.0,person,0.85,0.85,0.3062443435192108,True,True,WRITING,0.971884510119756
253,1776751609.814428,44,11,1.0,person,0.85,0.85,0.3639079928398132,True,True,WRITING,0.9693892285937356
253,1776751609.814428,53,12,1.0,person,0.8926965475579457,1.0,0.115112617611885,False,False,,0.849058373343377
253,1776751609.814428,55,13,1.0,person,0.55,1.0,0.5251861810684204,False,False,,0.5817495879672823
253,1776751609.814428,32,8,1.0,person,0.55,1.0,0.2624195516109466,False,False,,0.5768121140343802
253,1776751609.814428,66,15,1.0,person,0.55,0.5,0.93486487865448,False,False,,0.5185014707417714
253,1776751609.814428,69,14,1.0,person,0.55,1.0,0.6488048434257507,False,False,,0.5916292024510247
253,1776751609.814428,85,16,1.0,person,0.55,1.0,0.4399773180484772,False,False,,0.6048206696907679
253,1776751609.814428,87,3,1.0,person,0.55,1.0,0.5342382192611694,False,False,,0.5433801345881961
253,1776751609.814428,105,17,1.0,person,0.5,0.5,0.9654593467712402,False,False,,0.4384831245740255
255,1776751613.023589,33,9,1.0,person,0.85,0.85,0.151859313249588,True,True,WRITING,0.9723898074172792
255,1776751613.023589,44,11,1.0,person,0.85,1.0,0.3501191139221191,True,True,WRITING,0.9719096024831136
255,1776751613.023589,53,12,1.0,person,0.8690557067732255,1.0,0.1685787886381149,False,False,,0.8633297994023277
255,1776751613.023589,55,13,1.0,person,0.55,1.0,0.5591349601745605,False,False,,0.586760086388815
255,1776751613.023589,32,8,1.0,person,0.55,0.75,0.2845480740070343,False,False,,0.5843023019177572
255,1776751613.023589,66,15,1.0,person,0.7,0.65,0.7576411962509155,True,False,,0.5167938525336129
255,1776751613.023589,69,14,1.0,person,0.55,1.0,0.7926920652389526,False,False,,0.5896821774187542
255,1776751613.023589,85,16,1.0,person,0.55,0.75,0.4795204699039459,False,False,,0.5909930904706319
255,1776751613.023589,87,3,1.0,person,0.55,1.0,0.5385584831237793,False,False,,0.5602355088506425
255,1776751613.023589,105,17,1.0,person,0.5,0.5,0.8676391839981079,False,False,,0.4316753885481093
257,1776751616.3408008,33,9,1.0,person,0.85,0.85,0.104463554918766,True,True,WRITING,0.97323066112541
257,1776751616.3408008,44,11,1.0,person,0.85,1.0,0.4763101935386657,True,True,WRITING,0.9729452289286112
257,1776751616.3408008,53,12,1.0,person,0.8611945951235165,1.0,0.1496450304985046,False,False,,0.8645372128202803
257,1776751616.3408008,55,13,1.0,person,0.55,1.0,0.6708046197891235,False,False,,0.585030120327359
257,1776751616.3408008,32,8,1.0,person,0.55,0.75,0.2824997901916504,False,False,,0.5929172996963773
257,1776751616.3408008,66,15,1.0,person,0.55,0.5,0.52337646484375,False,False,,0.4944108748719806
257,1776751616.3408008,69,14,1.0,person,0.55,1.0,0.4372275769710541,False,False,,0.5863218385548818
257,1776751616.3408008,85,16,1.0,person,0.55,0.75,0.4449518620967865,False,False,,0.5766588422514144
257,1776751616.3408008,87,3,1.0,person,0.55,1.0,0.5962785482406616,False,False,,0.5732218354940414
257,1776751616.3408008,105,17,0.989,person,0.85,0.65,0.9813364148139954,True,True,WRITING,0.5251982465622917
259,1776751619.6506703,33,9,1.0,person,0.85,0.85,0.191421240568161,True,True,WRITING,0.9738993467319578
259,1776751619.6506703,44,11,1.0,person,0.85,0.85,0.4787254929542541,True,True,WRITING,0.9717925985654196
259,1776751619.6506703,53,12,1.0,person,0.8657825735170328,1.0,0.2427279204130172,False,False,,0.8637780731632597
259,1776751619.6506703,55,13,1.0,person,0.55,1.0,0.1984453350305557,False,False,,0.603976004180454
259,1776751619.6506703,32,8,1.0,person,0.55,0.75,0.2833082973957062,False,False,,0.6011682429483959
259,1776751619.6506703,66,15,1.0,person,0.55,0.75,0.3193182945251465,False,False,,0.5009740144865854
259,1776751619.6506703,69,14,1.0,person,0.55,1.0,0.4195671081542969,False,False,,0.5845211126974651
259,1776751619.6506703,85,16,1.0,person,0.55,0.75,0.4556125104427337,False,False,,0.5664522758552005
259,1776751619.6506703,87,3,1.0,person,0.55,1.0,0.6396589279174805,False,False,,0.5790653049945831
259,1776751619.6506703,105,17,1.0,person,0.85,0.65,1.0,True,True,WRITING,0.5890990651505333
261,1776751623.0199966,33,9,1.0,person,0.85,0.85,0.1598531752824783,True,True,WRITING,0.974730821592467
261,1776751623.0199966,44,11,1.0,person,0.85,0.85,0.198231965303421,True,True,WRITING,0.9725173740159896
261,1776751623.0199966,53,12,1.0,person,0.909383985378582,1.0,0.0950909629464149,False,False,,0.8730933325631277
261,1776751623.0199966,55,13,1.0,person,0.55,1.0,0.3269436955451965,False,False,,0.6105811723640987
261,1776751623.0199966,32,8,1.0,person,0.55,0.75,0.0960287898778915,False,False,,0.6185415798709505
261,1776751623.0199966,66,15,1.0,person,0.55,0.5,0.5029793381690979,False,False,,0.4849350542681558
261,1776751623.0199966,69,14,1.0,person,0.55,1.0,0.277294248342514,False,False,,0.5984132226024356
261,1776751623.0199966,85,16,1.0,person,0.55,0.75,0.53140789270401,False,False,,0.5504366360959553
261,1776751623.0199966,87,3,1.0,person,0.55,1.0,0.5237728357315063,False,False,,0.5786587744951247
261,1776751623.0199966,105,17,1.0,person,0.85,0.65,0.4532186388969421,True,True,WRITING,0.6497051953701746
263,1776751626.405387,33,9,1.0,person,0.85,0.85,0.2430895566940307,True,True,WRITING,0.9752923434688932
263,1776751626.405387,44,11,1.0,person,0.85,0.85,0.3852262198925018,True,True,WRITING,0.970713599097161
263,1776751626.405387,53,12,1.0,person,0.55,1.0,0.1862096041440963,False,False,,0.8478379277955918
263,1776751626.405387,55,13,1.0,person,0.55,1.0,1.0,False,False,,0.6029446982202076
263,1776751626.405387,32,8,1.0,person,0.55,1.0,0.4723035395145416,False,False,,0.6113979106857663
263,1776751626.405387,66,15,1.0,person,0.55,0.75,0.2796330749988556,False,False,,0.4975157898380642
263,1776751626.405387,69,14,1.0,person,0.55,1.0,0.152624636888504,False,False,,0.6198291486217862
263,1776751626.405387,85,16,1.0,person,0.55,0.75,0.3890858292579651,False,False,,0.5468280939828781
263,1776751626.405387,87,3,1.0,person,0.55,1.0,0.4978395402431488,False,False,,0.5783962766329447
263,1776751626.405387,105,17,1.0,person,0.85,0.65,0.4434488713741302,True,True,WRITING,0.7155387985422498
265,1776751629.8425157,33,9,1.0,person,0.85,0.85,0.0880659893155098,True,True,WRITING,0.9764126872732528
265,1776751629.8425157,44,11,1.0,person,0.85,1.0,0.3793558776378631,True,True,WRITING,0.9723067744856788
265,1776751629.8425157,53,12,1.0,person,0.8451048636338208,1.0,0.1164739876985549,False,False,,0.8531687493835177
265,1776751629.8425157,55,13,1.0,person,0.55,1.0,0.1658684313297271,False,False,,0.6229600824060894
265,1776751629.8425157,32,8,1.0,person,0.55,1.0,0.1903519630432129,False,False,,0.6214117727109364
265,1776751629.8425157,66,15,1.0,person,0.7,0.65,0.2617592215538025,True,False,FOCUSED,0.5644750826415562
265,1776751629.8425157,69,14,1.0,person,0.55,1.0,0.1495786905288696,False,False,,0.6397939691940943
265,1776751629.8425157,85,16,1.0,person,0.55,0.75,0.5350196361541748,False,False,,0.5319812595844269
265,1776751629.8425157,87,3,1.0,person,0.55,1.0,0.4332852959632873,False,False,,0.5824271050237474
265,1776751629.8425157,105,17,1.0,person,0.85,0.65,0.4465793967247009,True,True,WRITING,0.7807923105784825
267,1776751633.1880736,33,9,1.0,person,0.85,0.85,0.233300894498825,True,True,WRITING,0.9758931597073872
267,1776751633.1880736,44,11,1.0,person,0.85,1.0,0.2892178893089294,True,True,WRITING,0.97487720705214
267,1776751633.1880736,53,12,1.0,person,0.8509112920178924,1.0,0.2115960866212844,False,False,,0.8462132456756774
267,1776751633.1880736,55,13,1.0,person,0.55,1.0,0.6159199476242065,False,False,,0.6191089281014034
267,1776751633.1880736,32,8,1.0,person,0.55,0.75,0.2930239737033844,False,False,,0.6200486960865202
267,1776751633.1880736,66,15,1.0,person,0.7,0.65,0.2797756195068359,True,False,FOCUSED,0.6355712802069527
267,1776751633.1880736,69,14,1.0,person,0.55,1.0,0.2563514113426208,False,False,,0.6509719313610167
267,1776751633.1880736,85,16,1.0,person,0.55,0.75,0.2811716198921203,False,False,,0.5344303250312805
267,1776751633.1880736,87,3,1.0,person,0.55,1.0,0.4083824753761291,False,False,,0.5853612493901025
267,1776751633.1880736,105,17,1.0,person,0.85,0.85,0.4288267195224762,True,True,WRITING,0.8430667217288699
269,1776751636.6264813,33,9,1.0,person,0.85,0.85,0.2728252708911896,True,True,WRITING,0.9755932830628896
269,1776751636.6264813,44,11,1.0,person,0.85,1.0,0.3353096842765808,True,True,WRITING,0.976907091481345
269,1776751636.6264813,53,12,1.0,person,0.8604791513131007,1.0,0.1395944654941558,False,False,,0.8465931855496907
269,1776751636.6264813,55,13,1.0,person,0.55,1.0,0.3358209431171417,False,False,,0.626203042268753
269,1776751636.6264813,32,8,1.0,person,0.55,0.75,0.3620711266994476,False,False,,0.6056796780654362
269,1776751636.6264813,66,15,1.0,person,0.55,0.5,0.3204795122146606,False,False,,0.6306890827133541
269,1776751636.6264813,69,14,1.0,person,0.55,1.0,0.2768977284431457,False,False,,0.6596199078219277
269,1776751636.6264813,85,16,1.0,person,0.55,0.75,0.4370675683021545,False,False,,0.5282338368041174
269,1776751636.6264813,87,3,1.0,person,0.55,1.0,0.4074341654777527,False,False,,0.5907680539857774
269,1776751636.6264813,105,17,1.0,person,0.7,0.3,0.359696626663208,True,False,,0.8207258798962548
271,1776751640.310496,33,9,1.0,person,0.85,0.85,0.1207442730665206,True,True,WRITING,0.9759894808133444
271,1776751640.310496,44,11,1.0,person,0.85,0.85,0.2557550072669983,True,True,WRITING,0.9757836631366184
271,1776751640.310496,53,12,1.0,person,0.8661172453576447,1.0,0.0893545299768447,False,False,,0.8534725677399408
271,1776751640.310496,55,13,1.0,person,0.55,1.0,0.1823953092098236,False,False,,0.6427437271390642
271,1776751640.310496,32,8,1.0,person,0.55,0.75,0.1602009981870651,False,False,,0.6121254371745245
271,1776751640.310496,66,15,1.0,person,0.55,0.75,0.2884568274021148,False,False,,0.6310154397856621
271,1776751640.310496,69,14,1.0,person,0.55,1.0,0.3223935663700104,False,False,,0.6641724407672882
271,1776751640.310496,85,16,1.0,person,0.55,1.0,0.354621022939682,False,False,,0.5473997337477547
271,1776751640.310496,87,3,1.0,person,0.55,1.0,0.3823235630989074,False,False,,0.5974081050781976
271,1776751640.310496,105,17,1.0,person,0.7,0.3,0.3602218329906463,True,False,,0.7972057235524769
273,1776751643.8781028,33,9,1.0,person,0.85,0.85,0.2242624312639236,True,True,WRITING,0.9753352410736538
273,1776751643.8781028,44,11,1.0,person,0.85,0.85,0.2872332334518432,True,True,WRITING,0.974971000637327
273,1776751643.8781028,53,12,1.0,person,0.8616032467889186,1.0,0.1898914575576782,False,False,,0.8526533373764583
273,1776751643.8781028,55,13,1.0,person,0.55,1.0,1.0,False,False,,0.6365983647959572
273,1776751643.8781028,32,8,1.0,person,0.55,0.75,0.0803380161523819,False,False,,0.6232447489386513
273,1776751643.8781028,66,15,1.0,person,0.55,0.75,0.1342358291149139,False,False,,0.6497229952755429
273,1776751643.8781028,69,14,1.0,person,0.55,1.0,0.1076731234788894,False,False,,0.680400421222051
273,1776751643.8781028,85,16,1.0,person,0.55,1.0,0.5130890011787415,False,False,,0.5543984081063952
273,1776751643.8781028,87,3,1.0,person,0.55,1.0,0.3897131085395813,False,False,,0.6029951600801376
273,1776751643.8781028,105,17,1.0,person,0.7,0.3,0.2773254513740539,True,False,FOCUSED,0.7972061837996756
275,1776751647.258779,33,9,1.0,person,0.85,0.85,0.1631496399641037,True,True,WRITING,0.975572143282209
275,1776751647.258779,44,11,1.0,person,0.85,1.0,0.3637710213661194,True,True,WRITING,0.9771666051376432
275,1776751647.258779,53,12,1.0,person,0.8679952522280105,1.0,0.1521321833133697,False,False,,0.857568933850243
275,1776751647.258779,55,13,1.0,person,0.55,1.0,0.7185996770858765,False,False,,0.621837156159537
275,1776751647.258779,32,8,1.0,person,0.55,0.75,0.1870484501123428,False,False,,0.6263104535284496
275,1776751647.258779,66,15,1.0,person,0.55,0.5,0.3697702288627624,False,False,,0.6270741884339422
275,1776751647.258779,69,14,1.0,person,0.55,1.0,0.1375356912612915,False,False,,0.6925636771179381
275,1776751647.258779,85,16,1.0,person,0.55,1.0,0.3879750967025757,False,False,,0.5685392728873663
275,1776751647.258779,87,3,1.0,person,0.55,1.0,0.5490180850028992,False,False,,0.600704579977762
275,1776751647.258779,105,17,1.0,person,0.85,0.85,0.3070688545703888,True,True,WRITING,0.8153207436345872
277,1776751650.639635,33,9,1.0,person,0.85,0.85,0.23777636885643,True,True,WRITING,0.9750575799317588
