frame,timestamp,student_id,class_name,gaze_score,posture_score,motion_score,engagement_score
18,1775027083.566745,6,person,0.5,0.6,0.23145639896392822,0.4847184419631958
18,1775027083.566745,9,person,0.5,1.0,0.38137421011924744,0.6072061657905579
18,1775027083.566745,11,person,0.5,1.0,0.1504235714673996,0.5725635290145874
18,1775027083.566745,12,person,0.5,1.0,0.06634259223937988,0.5599514245986938
18,1775027083.566745,13,person,0.5,1.0,0.15488505363464355,0.5732327699661255
18,1775027083.566745,7,person,0.5,1.0,0.32564666867256165,0.5988470315933228
18,1775027083.566745,14,person,0.5,0.6,0.49592646956443787,0.5243889689445496
19,1775027085.7595108,1,person,0.5,1.0,0.261364609003067,0.589204728603363
19,1775027085.7595108,2,person,0.5,1.0,0.20090565085411072,0.5801358819007874
19,1775027085.7595108,3,person,0.830859899520874,1.0,0.1556292474269867,0.7718603610992432
19,1775027085.7595108,6,person,0.5,0.6,0.16574758291244507,0.47486212849617004
19,1775027085.7595108,9,person,0.5,1.0,0.17895792424678802,0.5768436789512634
19,1775027085.7595108,11,person,0.5,1.0,0.12743166089057922,0.5691147446632385
19,1775027085.7595108,12,person,0.5,1.0,0.08233572542667389,0.5623503923416138
19,1775027085.7595108,13,person,0.5,1.0,0.2980565130710602,0.5947085022926331
19,1775027085.7595108,7,person,0.5,1.0,0.2000143975019455,0.5800021886825562
19,1775027085.7595108,14,person,0.5,0.6,1.0,0.6
20,1775027088.1153824,1,person,0.5,1.0,0.24964451789855957,0.5874466896057129
20,1775027088.1153824,2,person,0.5,1.0,0.4156559407711029,0.6123483777046204
20,1775027088.1153824,3,person,0.8064269423484802,1.0,0.2439979612827301,0.7704558372497559
20,1775027088.1153824,6,person,0.5,0.6,0.05773954465985298,0.45866093039512634
20,1775027088.1153824,9,person,0.5,1.0,0.3333953320980072,0.6000093221664429
20,1775027088.1153824,11,person,0.5,1.0,0.09515370428562164,0.5642730593681335
20,1775027088.1153824,12,person,0.5,1.0,0.058321308344602585,0.558748185634613
20,1775027088.1153824,13,person,0.5,1.0,0.08772072196006775,0.5631580948829651
20,1775027088.1153824,7,person,0.5,1.0,0.19833123683929443,0.5797497034072876
20,1775027088.1153824,14,person,0.5,0.6,0.7383126020431519,0.5607469081878662
21,1775027090.619939,1,person,0.5,1.0,0.17094454169273376,0.5756416916847229
21,1775027090.619939,2,person,0.5,1.0,0.216343954205513,0.582451581954956
21,1775027090.619939,3,person,0.8038250803947449,1.0,0.10512340068817139,0.7480635643005371
21,1775027090.619939,6,person,0.5,0.6,0.057503294199705124,0.4586254954338074
21,1775027090.619939,9,person,0.5,1.0,0.6584895253181458,0.6487734317779541
21,1775027090.619939,11,person,0.5,1.0,0.1896374672651291,0.5784456133842468
21,1775027090.619939,12,person,0.5,1.0,0.11933241039514542,0.5678998827934265
21,1775027090.619939,13,person,0.5,1.0,0.2680613398551941,0.5902092456817627
21,1775027090.619939,7,person,0.5,1.0,0.1767374575138092,0.5765106081962585
21,1775027090.619939,14,person,0.5,0.6,0.4815295338630676,0.5222294330596924
22,1775027092.769725,1,person,0.5,1.0,0.21403959393501282,0.5821059346199036
22,1775027092.769725,2,person,0.5,1.0,0.2795695662498474,0.5919354557991028
22,1775027092.769725,3,person,0.8159969449043274,1.0,0.1761576533317566,0.7660217881202698
22,1775027092.769725,6,person,0.5,1.0,0.11442197859287262,0.5671632885932922
22,1775027092.769725,9,person,0.5,1.0,0.15812933444976807,0.5737194418907166
22,1775027092.769725,11,person,0.5,1.0,0.21028394997119904,0.5815426111221313
22,1775027092.769725,12,person,0.5,1.0,0.15135616064071655,0.5727034211158752
22,1775027092.769725,13,person,0.5,1.0,0.11264431476593018,0.5668966770172119
22,1775027092.769725,7,person,0.5,1.0,0.2464253157377243,0.5869638323783875
22,1775027092.769725,14,person,0.5,1.0,1.0,0.7000000000000001
23,1775027094.921939,1,person,0.5,0.6,0.2476257085800171,0.4871438443660736
23,1775027094.921939,2,person,0.5,1.0,0.47906237840652466,0.6218593716621399
23,1775027094.921939,3,person,0.8098428845405579,1.0,0.1699931025505066,0.7614046931266785
23,1775027094.921939,6,person,0.5,1.0,0.26487916707992554,0.5897318720817566
23,1775027094.921939,9,person,0.5,0.6,0.28355270624160767,0.4925329089164734
23,1775027094.921939,11,person,0.5,1.0,0.16386254131793976,0.5745794177055359
23,1775027094.921939,12,person,0.5,1.0,0.08667878061532974,0.563001811504364
23,1775027094.921939,13,person,0.5,1.0,0.16341526806354523,0.5745123028755188
23,1775027094.921939,7,person,0.5,1.0,0.17643846571445465,0.5764657855033875
23,1775027094.921939,14,person,0.5,1.0,1.0,0.7000000000000001
24,1775027097.0327535,1,person,0.5,0.6,0.2596072852611542,0.4889410734176636
24,1775027097.0327535,2,person,0.5,1.0,0.431253045797348,0.614687979221344
24,1775027097.0327535,3,person,0.7934973835945129,1.0,0.060369253158569336,0.7351537942886353
24,1775027097.0327535,6,person,0.5,1.0,0.3000131845474243,0.5950019955635071
24,1775027097.0327535,9,person,0.5,0.6,0.199295312166214,0.4798942804336548
24,1775027097.0327535,11,person,0.5,1.0,0.07578947395086288,0.5613684058189392
24,1775027097.0327535,12,person,0.5,1.0,0.08880620449781418,0.5633209347724915
24,1775027097.0327535,13,person,0.5,1.0,0.15816359221935272,0.5737245678901672
24,1775027097.0327535,7,person,0.5,1.0,0.07252274453639984,0.5608783960342407
24,1775027097.0327535,14,person,0.5,0.6,0.2803345024585724,0.4920501708984375
25,1775027099.1973019,1,person,0.5,0.6,0.25641363859176636,0.48846203088760376
25,1775027099.1973019,2,person,0.5,1.0,0.5631681084632874,0.6344752311706543
25,1775027099.1973019,3,person,0.8311718702316284,1.0,0.4260806441307068,0.8126152157783508
25,1775027099.1973019,6,person,0.5,1.0,0.0939679741859436,0.5640951991081238
25,1775027099.1973019,9,person,0.5,1.0,0.36037740111351013,0.6040565967559814
25,1775027099.1973019,11,person,0.5,1.0,0.043510258197784424,0.5565265417098999
25,1775027099.1973019,12,person,0.5,1.0,0.11289425194263458,0.5669341683387756
25,1775027099.1973019,13,person,0.5,1.0,0.16089466214179993,0.5741342306137085
25,1775027099.1973019,7,person,0.5,1.0,0.1956140697002411,0.5793421268463135
25,1775027099.1973019,14,person,0.5,0.6,1.0,0.6
25,1775027099.1973019,20,person,0.5,0.6,1.0,0.6
26,1775027101.445212,1,person,0.5,0.6,0.29986733198165894,0.4949800968170166
26,1775027101.445212,2,person,0.5,1.0,0.9373093843460083,0.6905964612960815
26,1775027101.445212,3,person,0.8267207741737366,1.0,0.24990800023078918,0.7835186719894409
26,1775027101.445212,6,person,0.5,1.0,0.08795971423387527,0.5631939768791199
26,1775027101.445212,9,person,0.5,0.6,0.7864439487457275,0.5679665803909302
26,1775027101.445212,11,person,0.5,1.0,0.09879323840141296,0.5648189783096313
26,1775027101.445212,12,person,0.5,1.0,0.10783763974905014,0.566175639629364
26,1775027101.445212,13,person,0.5,1.0,0.19516177475452423,0.5792742967605591
26,1775027101.445212,7,person,0.5,1.0,0.20628149807453156,0.5809422135353088
26,1775027101.445212,14,person,0.5,0.6,1.0,0.6
26,1775027101.445212,15,person,0.8712654113769531,1.0,0.6376492977142334,0.8684066534042358
27,1775027103.7511377,1,person,0.5,0.6,0.17974062263965607,0.47696107625961304
27,1775027103.7511377,2,person,0.5,1.0,1.0,0.7000000000000001
27,1775027103.7511377,3,person,0.8257046341896057,1.0,0.077255979180336,0.7570111751556396
27,1775027103.7511377,6,person,0.5,1.0,0.09817521274089813,0.5647262930870056
27,1775027103.7511377,9,person,0.5,0.6,0.12145008891820908,0.46821749210357666
27,1775027103.7511377,11,person,0.5,1.0,0.10177924484014511,0.5652669072151184
27,1775027103.7511377,12,person,0.5,1.0,0.11651842296123505,0.5674777626991272
27,1775027103.7511377,13,person,0.5,1.0,0.16108651459217072,0.5741629600524902
27,1775027103.7511377,7,person,0.5,1.0,0.09735538065433502,0.564603328704834
27,1775027103.7511377,15,person,0.8107073307037354,1.0,0.2359316051006317,0.7718141078948975
28,1775027105.8928902,1,person,0.5,0.6,0.27731195092201233,0.4915967881679535
28,1775027105.8928902,2,person,0.5,1.0,0.32949426770210266,0.5994241237640381
28,1775027105.8928902,3,person,0.851567268371582,1.0,0.3064221143722534,0.8069037199020386
28,1775027105.8928902,6,person,0.5,1.0,0.0581490620970726,0.5587223768234253
28,1775027105.8928902,9,person,0.5,0.6,0.3248423933982849,0.49872633814811707
28,1775027105.8928902,11,person,0.5,1.0,0.1282983273267746,0.5692447423934937
28,1775027105.8928902,12,person,0.5,1.0,0.09646611660718918,0.5644699335098267
28,1775027105.8928902,13,person,0.5,1.0,0.07414573431015015,0.5611218810081482
28,1775027105.8928902,7,person,0.5,1.0,0.08537770062685013,0.5628066658973694
28,1775027105.8928902,14,person,0.5,0.6,0.27468129992485046,0.491202175617218
29,1775027107.9570858,1,person,0.5,0.6,0.1430794894695282,0.4714619219303131
29,1775027107.9570858,2,person,0.5,1.0,0.36252909898757935,0.6043793559074402
29,1775027107.9570858,3,person,0.8500785827636719,1.0,0.17967350780963898,0.7869981527328491
29,1775027107.9570858,6,person,0.5,1.0,0.056226663291454315,0.558434009552002
29,1775027107.9570858,9,person,0.5,0.6,0.1341848224401474,0.4701277017593384
29,1775027107.9570858,11,person,0.5,1.0,0.18875721096992493,0.5783135890960693
29,1775027107.9570858,12,person,0.5,1.0,0.11708339303731918,0.5675625205039978
29,1775027107.9570858,13,person,0.5,1.0,0.0846174955368042,0.5626926422119141
29,1775027107.9570858,7,person,0.5,1.0,0.15738433599472046,0.5736076831817627
29,1775027107.9570858,14,person,0.5,0.6,1.0,0.6
29,1775027107.9570858,20,person,0.5,0.6,0.49686580896377563,0.5245298743247986
29,1775027107.9570858,15,person,0.8441554307937622,1.0,0.8619557619094849,0.8857866525650024
30,1775027110.3118412,1,person,0.5,0.6,0.2372405081987381,0.4855860769748688
30,1775027110.3118412,2,person,0.5,1.0,0.31325680017471313,0.5969885587692261
30,1775027110.3118412,3,person,0.8206846714019775,1.0,0.20983390510082245,0.7738858461380005
30,1775027110.3118412,6,person,0.5,1.0,0.15906208753585815,0.5738593339920044
30,1775027110.3118412,9,person,0.5,0.6,0.6779072284698486,0.5516860485076904
30,1775027110.3118412,11,person,0.5,1.0,0.09029614180326462,0.5635444521903992
30,1775027110.3118412,12,person,0.5,1.0,0.09376157820224762,0.5640642642974854
30,1775027110.3118412,13,person,0.5,1.0,0.11583902686834335,0.5673758387565613
30,1775027110.3118412,7,person,0.5,1.0,0.0551983043551445,0.5582797527313232
30,1775027110.3118412,14,person,0.5,0.6,0.6953884363174438,0.5543082356452942
30,1775027110.3118412,20,person,0.5,0.6,0.2493508756160736,0.48740261793136597
30,1775027110.3118412,15,person,0.7220131158828735,1.0,1.0,0.8332078695297241
31,1775027112.6901302,1,person,0.5,0.6,0.14398102462291718,0.4715971350669861
31,1775027112.6901302,2,person,0.5,1.0,0.1444062888622284,0.5716609358787537
31,1775027112.6901302,3,person,0.8290960788726807,1.0,0.07706286758184433,0.7590170502662659
31,1775027112.6901302,6,person,0.5,1.0,0.17211557924747467,0.575817346572876
31,1775027112.6901302,9,person,0.5,0.6,0.4268116354942322,0.5140217542648315
31,1775027112.6901302,11,person,0.5,1.0,0.071149542927742,0.5606724619865417
31,1775027112.6901302,12,person,0.5,1.0,0.07152901589870453,0.5607293844223022
31,1775027112.6901302,13,person,0.5,1.0,0.15435601770877838,0.5731534361839294
31,1775027112.6901302,7,person,0.5,1.0,0.19350624084472656,0.57902592420578
31,1775027112.6901302,14,person,0.5,0.6,1.0,0.6
31,1775027112.6901302,20,person,0.5,0.6,0.2933335602283478,0.49400001764297485
31,1775027112.6901302,15,person,0.7231162786483765,1.0,1.0,0.833869767189026
32,1775027115.056601,1,person,0.5,0.6,0.11070996522903442,0.4666064977645874
32,1775027115.056601,2,person,0.5,1.0,0.1365998387336731,0.5704900026321411
32,1775027115.056601,3,person,0.8166760206222534,1.0,0.3091101050376892,0.7863721251487732
32,1775027115.056601,6,person,0.5,1.0,0.11851382255554199,0.5677770972251892
32,1775027115.056601,9,person,0.5,0.6,0.2533305883407593,0.4879995882511139
32,1775027115.056601,11,person,0.5,1.0,0.07259098440408707,0.5608886480331421
32,1775027115.056601,12,person,0.5,1.0,0.07124140113592148,0.5606862306594849
32,1775027115.056601,13,person,0.5,1.0,0.12204211950302124,0.5683063268661499
